1:nfix,Building number,Climate,Building use,Roof height factor,Ventilation,Shading setpoint,Lighting density,W2WR,U-value walls,U-value roof,U-value floors,U-value windows,Carbon intensity of construction,Cooling setpoint,Cooling setback,Heating setpoint,Heating setback,Lighting setpoint,Occupant density,Equipment gains,g-value,Infiltration
3056,9885,5,2,0.137762319,0.000272067,259.0377364,1.755788287,0.185519744,0.142413078,0.142413078,0.142413078,0.919181353,45,28.07917167,4,17.92353437,4,400,38.99508352,1.797678898,0.555555556,3.84E-05
3057,10014,25,2,0.359399538,0.000205265,80.78812093,2.551477858,0.803622464,1.194803739,1.194803739,1.194803739,1.723991805,45,25.21443881,4,21.76678716,4,400,31.37755171,2.624975209,0.555555556,6.51E-05
3058,40,0,2,0.098561613,0.000162033,308.8731354,2.720155674,0.590815261,0.471386859,0.471386859,0.471386859,1.599855232,45,26.33313768,4,20.10628501,4,400,36.25718388,2.286199707,0.555555556,6.18E-05
3059,4523,4,2,0.201920579,0.000235239,110.6381661,1.927210931,0.423371196,0.874463381,0.874463381,0.874463381,2.353635175,45,27.2168374,4,19.92227343,4,400,33.98588916,2.039794323,0.555555556,8.80E-05
3060,5443,9,2,0.181203388,0.000199165,319.0085378,2.262320532,0.340090796,1.016720484,1.016720484,1.016720484,1.07603786,45,28.30440118,4,20.73221533,4,400,36.92377141,2.164722722,0.555555556,4.60E-05
3061,938,19,2,0.321622555,0.000283459,180.856767,1.657058851,0.670718168,0.326107729,0.326107729,0.326107729,2.017780653,45,26.14234509,4,19.20178587,4,400,33.33706978,2.11423867,0.555555556,7.35E-05
3062,9088,19,2,0.032464293,0.000249152,208.8630795,2.211929749,0.732890986,0.761674812,0.761674812,0.761674812,1.265158379,45,26.96014131,4,19.45063538,4,400,40.23319261,1.916334775,0.555555556,5.25E-05
3063,2737,10,2,0.267041312,0.000153454,50.68689704,2.820302378,0.252971382,0.571818074,0.571818074,0.571818074,2.264818521,45,27.47265336,4,20.58292493,4,400,30.2751235,2.394499933,0.555555556,8.30E-05
3064,6499,17,2,0.074871952,0.000186792,103.0628613,2.489564299,0.243282916,0.055793243,0.055793243,0.055793243,2.483132357,45,26.69493823,4,19.77813634,4,400,37.76814682,2.447657131,0.555555556,0.000105792
3065,6828,8,2,0.227770854,0.000291242,237.3865452,1.782507598,0.773983531,1.105939274,1.105939274,1.105939274,1.483495684,45,27.53572588,4,20.27018074,4,400,31.92594762,1.819252977,0.555555556,5.87E-05
3066,8199,21,2,0.113804116,0.000256759,132.8936064,1.989083016,0.636083107,0.373817283,0.373817283,0.373817283,1.798614828,45,29.38829164,4,21.30744658,4,400,35.38097211,2.079093293,0.555555556,6.71E-05
3067,5157,1,2,0.385909028,0.000141218,287.2417021,2.693392006,0.356236746,0.779141431,0.779141431,0.779141431,0.85684189,45,26.00134917,4,18.61639569,4,400,34.3813363,2.223768826,0.555555556,3.39E-05
3068,1039,11,2,0.006601806,0.000264519,163.112056,1.508044846,0.482229966,0.925608325,0.925608325,0.925608325,2.134443274,45,26.62034546,4,20.42109755,4,400,37.382793,1.997301333,0.555555556,7.75E-05
3069,8536,9,2,0.290767587,0.00021756,337.3772582,2.399670772,0.500454757,0.232750117,0.232750117,0.232750117,1.380686591,45,27.15007661,4,19.6294337,4,400,32.33237415,2.357699703,0.555555556,5.59E-05
3070,7627,10,2,0.154730512,0.000174504,32.96148598,2.969366463,0.887525485,0.677581662,0.677581662,0.677581662,1.942333387,45,27.75856502,4,18.98652759,4,400,41.36106012,2.78660614,0.555555556,7.12E-05
3071,6848,18,2,0.345568546,0.000227554,227.2120422,2.074626704,0.12020349,0.489971726,0.489971726,0.489971726,1.137492998,45,25.57573427,4,20.96301884,4,400,27.60679256,1.629650929,0.555555556,4.83E-05
3072,4420,25,2,0.203158262,0.000210791,250.2305061,2.869694676,0.562061821,0.080077618,0.080077618,0.080077618,2.027603413,45,28.27246278,4,19.43000981,4,400,33.70880429,2.516318428,0.555555556,7.38E-05
3073,6581,3,2,0.094015798,0.000266501,89.63227689,2.162626232,0.430189379,1.114499634,1.114499634,1.114499634,1.051682239,45,26.12161291,4,20.60313136,4,400,36.54197557,1.885576223,0.555555556,4.50E-05
3074,10901,21,2,0.358177876,0.000220807,300.0631592,1.607488097,0.167362007,0.409051377,0.409051377,0.409051377,2.267813115,45,26.9360902,4,20.76036151,4,400,29.65919713,2.093773673,0.555555556,8.31E-05
3075,4543,26,2,0.142316525,0.000176506,119.4893417,2.311808227,0.8499426,0.794159298,0.794159298,0.794159298,1.24764386,45,27.44629665,4,19.16965342,4,400,40.97841766,2.238377011,0.555555556,5.20E-05
3076,6004,13,2,0.265379849,0.000297893,310.1619399,1.877909202,0.713548341,0.93529722,0.93529722,0.93529722,1.720149444,45,28.12321186,4,20.08365109,4,400,30.93538466,1.95854769,0.555555556,6.50E-05
3077,4907,8,2,0.037458298,0.000184693,189.6615553,2.769546184,0.294151628,0.262653011,0.262653011,0.262653011,0.935848007,45,25.32069567,4,19.94416698,4,400,39.48408535,2.319479425,0.555555556,3.94E-05
3078,2841,6,2,0.323300039,0.000147926,200.0143459,2.600967342,0.306343854,0.680251492,0.680251492,0.680251492,2.342951192,45,26.35043296,4,18.04804668,4,400,34.34141145,2.723936858,0.555555556,8.73E-05
3079,9861,7,2,0.176217776,0.000254717,59.49931532,1.706215745,0.676400367,0.508363412,0.508363412,0.508363412,1.623349739,45,27.23142355,4,21.68617815,4,400,35.89610042,1.579023264,0.555555556,6.25E-05
3080,8670,24,2,0.384012129,0.00028552,106.7510724,2.124204522,0.616703854,0.137216101,0.137216101,0.137216101,1.405042475,45,26.60534156,4,18.94972718,4,400,32.76355599,1.717386527,0.555555556,5.66E-05
3081,6923,23,2,0.118618473,0.000192477,233.7358701,2.91988297,0.397429211,1.169393302,1.169393302,1.169393302,2.124620667,45,27.13570047,4,20.99884473,4,400,36.96873721,2.539103704,0.555555556,7.71E-05
3082,1897,21,2,0.229651732,0.000155534,136.5882269,2.350274272,0.209499365,0.455240187,0.455240187,0.455240187,1.15500726,45,27.72691001,4,20.44077812,4,400,24.796316,2.277310115,0.555555556,4.89E-05
3083,4023,22,2,0.070049202,0.000242481,283.5876706,1.557341299,0.779677948,0.842595412,0.842595412,0.842595412,1.939338634,45,25.50705702,4,19.6122178,4,400,42.58156826,2.030824606,0.555555556,7.11E-05
3084,7612,2,2,0.347010293,0.000203242,166.7602891,2.643909586,0.858808654,0.987944201,0.987944201,0.987944201,1.46682919,45,26.7200128,4,21.26912307,4,400,31.55057366,2.203285377,0.555555556,5.83E-05
3085,81,14,2,0.150346895,0.000278796,333.6866051,2.038659761,0.127009454,0.313054903,0.313054903,0.313054903,2.486974976,45,27.56329999,4,18.65998982,4,400,38.12064628,2.15286431,0.555555556,0.00010755
3086,707,3,2,0.289309818,0.000233277,36.61795944,1.831805125,0.464108838,0.73991755,0.73991755,0.73991755,0.833347229,45,29.75774956,4,19.80147837,4,400,34.741447,1.937636408,0.555555556,3.16E-05
3087,4266,15,2,0.01097703,0.00016882,223.5198638,2.440166726,0.546762674,0.5702765,0.5702765,0.5702765,1.809298547,45,26.02451091,4,20.24854686,4,400,35.02281219,2.416257953,0.555555556,6.74E-05
3088,69,5,2,0.055110473,0.000293788,263.4156644,2.962680949,0.491633189,0.806733093,0.806733093,0.806733093,1.096379261,45,28.79433792,4,19.51763427,4,400,33.74101984,1.678954024,0.555555556,4.68E-05
3089,5137,19,2,0.245969856,0.000188235,76.40630007,2.071055367,0.52235798,0.347345926,0.347345926,0.347345926,1.874057938,45,25.91875615,4,20.34257674,4,400,36.01234164,3.10746646,0.555555556,6.92E-05
3090,2641,9,2,0.107006147,0.000143754,293.2439664,1.513078169,0.884384456,1.061498004,1.061498004,1.061498004,1.339771561,45,26.78448474,4,21.12414412,4,400,31.00814786,2.345892234,0.555555556,5.47E-05
3091,11288,7,2,0.391144475,0.000258212,126.2687841,2.407818277,0.104562461,0.101354819,0.101354819,0.101354819,2.06599582,45,27.66601403,4,19.05879339,4,400,38.62539829,1.98944739,0.555555556,7.51E-05
3092,8082,1,2,0.013427216,0.00021745,323.3866936,1.96939697,0.233928522,0.534414164,0.534414164,0.534414164,0.788612336,45,27.85664595,4,20.16563557,4,400,29.76561889,2.215159746,0.555555556,2.53E-05
3093,8367,1,2,0.285504651,0.000260493,176.4751786,2.676454014,0.752129137,0.632023306,0.632023306,0.632023306,1.757483568,45,25.69866097,4,19.70264445,4,400,39.72385536,2.06713135,0.555555556,6.60E-05
3094,4623,19,2,0.174470654,0.000227434,193.2336852,2.505034589,0.639175306,0.205159622,0.205159622,0.205159622,1.41501068,45,26.52607437,4,18.82765527,4,400,33.07703672,1.849995529,0.555555556,5.68E-05
3095,3457,11,2,0.327390929,0.000170488,66.317285,1.800725949,0.371828945,0.952082902,0.952082902,0.952082902,2.442229844,45,27.04160923,4,21.42109376,4,400,36.66370879,2.470708341,0.555555556,9.65E-05
3096,6955,3,2,0.132059955,0.000209764,99.93249357,2.220078682,0.336998595,0.902056824,0.902056824,0.902056824,2.223905056,45,26.46543323,4,19.29808366,4,400,34.61836188,2.385609071,0.555555556,8.11E-05
3097,11100,13,2,0.366664427,0.000272963,240.5159217,2.825339996,0.655125968,0.444914818,0.444914818,0.444914818,1.196709361,45,27.3033685,4,20.87352909,4,400,35.61799892,1.902686963,0.555555556,5.03E-05
3098,1841,10,2,0.080823424,0.000239729,149.7752151,2.258750627,0.742245381,1.150364249,1.150364249,1.150364249,1.976665351,45,28.00002021,4,20.53094007,4,400,32.23256775,2.130207172,0.555555556,7.23E-05
3099,8790,1,2,0.221221242,0.000162939,270.3635284,1.650377627,0.274825778,0.18797397,0.18797397,0.18797397,1.007763975,45,24.58592483,4,19.3379218,4,400,38.07481309,2.177524961,0.555555556,4.31E-05
3100,10187,6,2,0.198962914,0.000281552,159.9814558,2.738375452,0.188660771,0.616260921,0.616260921,0.616260921,2.285151944,45,26.84844443,4,22.33993897,4,400,28.63231731,2.055329302,0.555555556,8.40E-05
3101,10587,14,2,0.302300506,0.000195842,340.506407,1.942685515,0.819263491,0.71611495,0.71611495,0.71611495,1.558950946,45,27.38056886,4,18.44321439,4,400,42.38295719,2.305464821,0.555555556,6.07E-05
3102,5750,21,2,0.038139215,0.000151538,49.84332472,1.738851728,0.581412039,0.298517643,0.298517643,0.298517643,1.655760478,45,28.41987508,4,19.87752386,4,400,32.61936284,2.592322704,0.555555556,6.33E-05
3103,5892,3,2,0.259803912,0.000245839,210.3340939,2.531796101,0.401467974,1.043193555,1.043193555,1.043193555,0.878051866,45,26.24274852,4,20.01230383,4,400,37.66988592,1.780137832,0.555555556,3.56E-05
3104,557,12,2,0.256044961,0.000223181,83.38192195,2.757853139,0.385096843,0.329408043,0.329408043,0.329408043,1.90261919,45,27.80154141,4,21.0300175,4,400,35.46130943,2.641791628,0.555555556,7.01E-05
3105,6798,4,2,0.046780951,0.000178878,256.4800176,1.959783051,0.604078946,1.004437441,1.004437441,1.004437441,1.1761783,45,25.78109142,4,19.05245622,4,400,34.45778209,1.19746077,0.555555556,4.96E-05
3106,6743,16,2,0.307621952,0.000213185,113.2386094,1.764921119,0.791912231,0.586489241,0.586489241,0.586489241,2.14756057,45,26.56998825,4,19.58956331,4,400,37.85322638,1.979141747,0.555555556,7.80E-05
3107,11370,5,2,0.191883673,0.000268892,306.3122934,2.565739611,0.222222358,0.755989665,0.755989665,0.755989665,1.370091882,45,27.0000095,4,20.38104636,4,400,32.04749289,2.334666718,0.555555556,5.56E-05
3108,1183,9,2,0.212578167,0.000145591,183.4106711,2.244545858,0.139683237,1.189120226,1.189120226,1.189120226,1.840839093,45,28.62124267,4,18.71527026,4,400,41.66890572,2.107385773,0.555555556,6.83E-05
3109,1010,15,2,0.084583706,0.000252385,316.4112273,2.858047407,0.871189802,0.157083708,0.157083708,0.157083708,0.813830725,45,25.98938066,4,21.40963043,4,400,27.99164597,2.256178539,0.555555556,2.93E-05
3110,592,25,2,0.373744996,0.000295616,53.24880719,2.276626272,0.5339909,0.862181972,0.862181972,0.862181972,2.469213971,45,26.82372502,4,20.23188631,4,400,37.4618302,2.476135433,0.555555556,0.000101465
3111,906,19,2,0.126737167,0.000182419,206.2640095,1.666239248,0.45182568,0.474686635,0.474686635,0.474686635,1.500125247,45,27.61947424,4,19.73994458,4,400,32.44339758,1.854127704,0.555555556,5.92E-05
3112,6548,23,2,0.331442814,0.000157827,239.9863735,2.003386253,0.442960818,0.247280361,0.247280361,0.247280361,1.280946071,45,26.88881366,4,20.53808567,4,400,36.18810121,1.940000719,0.555555556,5.30E-05
3113,9357,18,2,0.165926563,0.000244777,100.5014041,2.702569184,0.574345313,0.920065197,0.920065197,0.920065197,2.250058056,45,27.33726068,4,19.40549155,4,400,33.89291588,2.422036083,0.555555556,8.23E-05
3114,11601,24,2,0.279890273,0.000287833,289.8385596,2.522177904,0.837268483,0.493411887,0.493411887,0.493411887,1.032157912,45,28.32207454,4,19.2548555,4,400,38.86257217,2.192363548,0.555555556,4.42E-05
3115,4493,20,2,0.020408813,0.000194792,130.3389442,1.820249408,0.154981192,0.665159867,0.665159867,0.665159867,2.059136343,45,26.29180726,4,20.78473482,4,400,31.26098027,2.145798034,0.555555556,7.49E-05
3116,1981,12,2,0.399689906,0.000230866,339.9373421,2.978496792,0.281916916,1.093515846,1.093515846,1.093515846,1.58839341,45,26.50960315,4,19.8839166,4,400,40.08056591,2.269564622,0.555555556,6.15E-05
3117,4064,8,2,0.102952932,0.000166407,160.5111596,2.088885238,0.700825778,0.059233942,0.059233942,0.059233942,2.365885566,45,27.26484217,4,20.06796916,4,400,30.08581111,2.018650889,0.555555556,8.89E-05
3118,3180,22,2,0.238986931,0.00020089,229.770214,1.545739807,0.688732306,0.773596669,0.773596669,0.773596669,0.957026453,45,27.93707367,4,21.99804519,4,400,36.83445072,1.729117782,0.555555556,4.06E-05
3119,3103,14,2,0.060726194,0.00027644,30.36844313,2.432239674,0.318969191,0.388348065,0.388348065,0.388348065,1.683437198,45,25.02864765,4,18.18425262,4,400,33.25421562,2.543367547,0.555555556,6.41E-05
3120,3410,6,2,0.004091452,0.000141478,70.15708953,2.664898387,0.667842858,0.701161504,0.701161504,0.701161504,0.974361523,45,28.05506317,4,20.69194775,4,400,37.14369368,1.808613219,0.555555556,4.15E-05
3121,4890,21,2,0.29482824,0.000255937,269.6663204,2.051408237,0.349226774,0.601166831,0.601166831,0.601166831,1.994748042,45,25.46062847,4,19.16500365,4,400,32.94686539,2.440231021,0.555555556,7.28E-05
3122,5547,24,2,0.15879498,0.000291453,120.0193489,1.859385457,0.262206974,1.027818984,1.027818984,1.027818984,1.216547552,45,26.39997674,4,19.50452017,4,400,44.01347549,2.229487464,0.555555556,5.10E-05
3123,654,8,2,0.343054377,0.000185903,299.4943976,2.469760993,0.729919117,0.283283155,0.283283155,0.283283155,2.192258117,45,27.1903442,4,20.64561057,4,400,26.77648376,2.084111256,0.555555556,7.97E-05
3124,2444,26,2,0.064532123,0.000229828,170.2255914,2.153020858,0.806986436,0.424349719,0.424349719,0.424349719,0.913108019,45,28.18444056,4,17.3930089,4,400,38.33584488,2.3655384,0.555555556,3.81E-05
3125,10532,14,2,0.236535982,0.000172879,329.637278,2.951079546,0.175895101,0.881351595,0.881351595,0.881351595,1.632499723,45,26.17835008,4,21.67332931,4,400,31.77671302,2.005433025,0.555555556,6.27E-05
3126,1512,11,2,0.122573059,0.000219824,60.06792128,2.372498904,0.413843019,0.166987712,0.166987712,0.166987712,1.537459054,45,26.97328444,4,20.14889726,4,400,35.19145512,1.59879293,0.555555556,6.02E-05
3127,11465,21,2,0.375565384,0.000262865,199.4844931,1.571691901,0.594079719,1.129518656,1.129518656,1.129518656,2.321976947,45,27.40373418,4,19.9793021,4,400,34.88505071,2.739224541,0.555555556,8.60E-05
3128,4800,18,2,0.183396359,0.000237377,246.7652807,1.907457695,0.509983269,0.648233582,0.648233582,0.648233582,2.102815295,45,26.76254496,4,20.447451,4,400,36.36201525,2.605906725,0.555555556,7.64E-05
3129,1281,6,2,0.317879285,0.000160584,93.68168086,2.797080738,0.478965176,0.550484357,0.550484357,0.550484357,1.318273933,45,27.51794293,4,19.67054791,4,400,33.55674867,1.782703161,0.555555556,5.41E-05
3130,2012,4,2,0.028717209,0.000207353,276.6131204,2.613670039,0.11683985,0.968433576,0.968433576,0.968433576,1.85080438,45,29.106167,4,18.89094894,4,400,40.54059888,2.046734028,0.555555556,6.86E-05
3131,5588,2,2,0.269238098,0.00027055,143.5246354,1.727158772,0.897149792,0.22165094,0.22165094,0.22165094,1.13144282,45,26.08488198,4,20.90164413,4,400,29.24152809,2.294061615,0.555555556,4.81E-05
3132,8971,9,2,0.147735937,0.000153851,346.755847,2.884091057,0.76474837,0.366930569,0.366930569,0.366930569,2.410588851,45,26.64545455,4,19.80748528,4,400,39.17957719,2.119996923,0.555555556,9.27E-05
3133,752,13,2,0.351000621,0.000248154,153.7310293,2.184896638,0.246254357,0.826177071,0.826177071,0.826177071,1.434855024,45,27.09740516,4,20.30522266,4,400,30.68350604,2.169654252,0.555555556,5.74E-05
3134,2832,12,2,0.090158881,0.000283845,216.5832996,1.638730447,0.359112485,0.121079826,0.121079826,0.121079826,1.775558644,45,27.67523677,4,21.19854782,4,400,35.73969644,2.386936195,0.555555556,6.65E-05
3135,10669,4,2,0.211898012,0.000198139,43.592664,2.340670342,0.626946698,1.081363141,1.081363141,1.081363141,0.755202061,45,25.6190417,4,18.48882539,4,400,34.17997053,1.909441091,0.555555556,1.16E-05
3136,6302,19,2,0.096056404,0.00021561,124.4766372,2.310050174,0.661739825,0.115894339,0.115894339,0.115894339,1.546414991,45,25.10176804,4,18.46815882,4,400,29.71989522,2.603946944,0.555555556,6.04E-05
3137,11559,17,2,0.205219241,0.00026241,295.0748664,1.610868439,0.330331346,1.078406538,1.078406538,1.078406538,2.29678,45,27.91700999,4,21.20593951,4,400,40.90647696,1.787658021,0.555555556,8.46E-05
3138,890,1,2,0.141060215,0.000225604,74.64376062,2.165892044,0.267430539,0.373238769,0.373238769,0.373238769,0.862282777,45,27.27669209,4,20.29936976,4,400,33.69269268,2.044263179,0.555555556,3.44E-05
3139,11894,2,2,0.35689509,0.000172396,265.2175781,2.867822093,0.749694036,0.830257054,0.830257054,0.830257054,1.670514858,45,26.49463685,4,19.81146544,4,400,36.55719284,2.294875114,0.555555556,6.37E-05
3140,5019,17,2,0.035420396,0.000293196,64.50591564,1.708062581,0.813382057,0.971074733,0.971074733,0.971074733,1.211837585,45,26.27633034,4,20.8917064,4,400,34.3680987,2.12227515,0.555555556,5.08E-05
3141,4317,10,2,0.263316163,0.000188905,195.0063002,2.597675778,0.194497944,0.226590349,0.226590349,0.226590349,2.208082558,45,28.35296427,4,18.89728065,4,400,35.87296687,2.168860313,0.555555556,8.04E-05
3142,2634,24,2,0.177477473,0.000143172,174.6537343,2.766185867,0.406568289,0.644469866,0.644469866,0.644469866,1.019231817,45,27.32474329,4,19.664477,4,400,30.90770824,2.388026442,0.555555556,4.36E-05
3143,399,0,2,0.324579418,0.000258872,325.1687649,1.879687285,0.576355961,0.544421412,0.544421412,0.544421412,1.964396422,45,26.90138357,4,20.45160583,4,400,39.5083135,1.906348089,0.555555556,7.19E-05
3144,11392,13,2,0.116748777,0.000280882,278.5814512,1.555540239,0.516476557,0.173313858,0.173313858,0.173313858,1.746095834,45,27.60444589,4,19.97355601,4,400,25.17621877,1.809988865,0.555555556,6.57E-05
3145,5116,25,2,0.382170913,0.000196434,141.5966535,2.353611612,0.497470373,1.133580694,1.133580694,1.133580694,0.800907968,45,26.83578752,4,20.15269579,4,400,42.50571069,2.436831786,0.555555556,2.75E-05
3146,9622,22,2,0.071134602,0.000150877,248.7433103,2.923105958,0.10966279,0.419147092,0.419147092,0.419147092,2.427235135,45,25.96817343,4,21.64695693,4,400,32.73274661,2.231875294,0.555555556,9.46E-05
3147,3508,19,2,0.230714756,0.000246421,91.7438665,2.12228911,0.879328392,0.878412133,0.878412133,0.878412133,1.431020099,45,28.6676884,4,17.48416599,4,400,36.99442131,2.083413772,0.555555556,5.73E-05
3148,2827,3,2,0.152213863,0.000207847,218.5321862,2.442062108,0.758742981,1.024002201,1.024002201,1.024002201,1.889693513,45,27.01326914,4,20.63873872,4,400,34.75678949,2.362833206,0.555555556,6.97E-05
3149,6235,17,2,0.348854241,0.000274803,41.60587013,1.828562112,0.227261259,0.277273277,0.277273277,0.277273277,1.081437961,45,26.55746572,4,19.50893435,4,400,35.00878102,2.006356603,0.555555556,4.62E-05
3150,9090,7,2,0.009888267,0.000237821,348.6755034,2.035348173,0.364433696,0.703854889,0.703854889,0.703854889,2.078451666,45,25.80816432,4,19.15576385,4,400,31.5141134,1.594675788,0.555555556,7.55E-05
3151,10063,22,2,0.288250177,0.000164769,151.7735991,2.645736393,0.64662395,0.606054013,0.606054013,0.606054013,1.328116802,45,27.7861661,4,20.69651372,4,400,38.15311387,2.752583188,0.555555556,5.44E-05
3152,7207,3,2,0.244103204,0.00029981,111.2518811,2.404472264,0.391591835,0.770674814,0.770674814,0.770674814,2.478202452,45,25.58751517,4,18.15354281,4,400,30.96450463,1.940868592,0.555555556,0.000103991
3153,2191,0,2,0.053266173,0.000182854,308.2612455,1.514847668,0.622585467,0.38312783,0.38312783,0.38312783,1.474907439,45,27.69097289,4,22.02648222,4,400,38.65962994,2.418736348,0.555555556,5.85E-05
3154,6215,26,2,0.392232934,0.000149834,81.42442375,2.07289362,0.784733824,1.097560396,1.097560396,1.097560396,1.789979637,45,27.08533744,4,20.06130734,4,400,33.7583414,2.194659143,0.555555556,6.69E-05
3155,4378,18,2,0.108066151,0.000252887,258.399606,2.959403691,0.204399229,0.065577576,0.065577576,0.065577576,0.851865053,45,26.65883167,4,19.8873742,4,400,35.99900736,2.145072776,0.555555556,3.35E-05
3156,2538,0,2,0.287374711,0.000211461,51.32075965,1.803983177,0.133676906,0.498316677,0.498316677,0.498316677,2.142871465,45,26.10205452,4,20.77714995,4,400,33.04880697,2.267199327,0.555555556,7.78E-05
3157,10291,13,2,0.015268128,0.000265909,208.2322747,2.503176311,0.852194618,0.667835644,0.667835644,0.667835644,1.385883779,45,28.99750249,4,19.26000469,4,400,36.68972164,2.019501358,0.555555556,5.60E-05
3158,1116,7,2,0.326305178,0.000221467,181.4729246,2.674710267,0.539314222,0.241252996,0.241252996,0.241252996,1.947470292,45,27.53081409,4,19.39772315,4,400,29.80130164,1.726924857,0.555555556,7.14E-05
3159,6518,3,2,0.173407945,0.000175924,318.3893248,1.972768729,0.471503898,0.916265902,0.916265902,0.916265902,1.145860893,45,26.7490561,4,20.54223733,4,400,39.69569642,2.548102176,0.555555556,4.86E-05
3160,10191,14,2,0.368701965,0.000203834,285.3602821,1.647074622,0.43685682,0.866279581,0.866279581,0.866279581,0.927529429,45,27.41793739,4,19.73322036,4,400,32.21303323,2.639311722,0.555555556,3.89E-05
3161,10420,16,2,0.134123946,0.000278125,134.7768539,2.260563129,0.555447774,0.48097721,0.48097721,0.48097721,1.729162297,45,26.96202188,4,20.23557373,4,400,38.09375296,1.339518631,0.555555556,6.53E-05
3162,7339,3,2,0.219961896,0.00023386,235.5179474,2.827221072,0.842494135,1.186146153,1.186146153,1.186146153,1.605072238,45,26.19674257,4,21.39468765,4,400,34.64354651,1.976337779,0.555555556,6.20E-05
3163,1310,0,2,0.07954373,0.00016816,104.929634,2.216844252,0.174757053,0.151915691,0.151915691,0.151915691,2.362029779,45,28.16170664,4,18.72414048,4,400,35.59381189,2.335477881,0.555555556,8.86E-05
3164,5339,24,2,0.300259585,0.000287359,225.3507674,2.535004784,0.288314266,0.580443921,0.580443921,0.580443921,1.071027852,45,27.17749934,4,20.37390749,4,400,32.59958467,2.109631788,0.555555556,4.58E-05
3165,6624,1,2,0.196902287,0.000190559,34.82581615,1.7369449,0.719429968,0.752208324,0.752208324,0.752208324,2.009165697,45,26.41425839,4,19.59329743,4,400,37.68587122,2.25529633,0.555555556,7.33E-05
3166,5496,16,2,0.261060526,0.000157364,335.4885128,1.940893038,0.681456253,0.334329981,0.334329981,0.334329981,1.256603304,45,25.41839955,4,19.04341833,4,400,28.72386134,2.47746259,0.555555556,5.22E-05
3167,1276,11,2,0.039421638,0.000240573,164.9977437,2.741698487,0.301243728,1.007096068,1.007096068,1.007096068,2.25986838,45,28.07596716,4,21.03642183,4,400,42.26181886,1.850401553,0.555555556,8.27E-05
3168,8653,13,2,0.044744747,0.000227918,291.3255987,2.562402181,0.484845036,0.293349768,0.293349768,0.293349768,1.453906492,45,26.04539101,4,20.01897184,4,400,37.88252554,2.382721499,0.555555556,5.79E-05
3169,11284,15,2,0.253979634,0.000174711,128.227503,1.76672209,0.504144618,1.040219341,1.040219341,1.040219341,2.392231658,45,29.43767662,4,19.87404277,4,400,32.01288225,1.903772176,0.555555556,9.10E-05
3170,1143,23,2,0.193141685,0.000217904,261.4679331,1.961698552,0.892050955,0.622551629,0.622551629,0.622551629,0.764242035,45,27.57889312,4,18.46216736,4,400,35.44842891,2.129385474,0.555555556,1.81E-05
3171,5848,23,2,0.308902983,0.000264707,78.39424908,2.75463024,0.121897501,0.720212426,0.720212426,0.720212426,1.767319757,45,26.70816637,4,22.28576306,4,400,34.47445661,2.179715793,0.555555556,6.63E-05
3172,7257,2,2,0.086623292,0.00014082,191.2568083,1.669482172,0.239642073,1.153022744,1.153022744,1.153022744,1.310302078,45,25.46744819,4,19.34601071,4,400,37.49081776,2.056041388,0.555555556,5.39E-05
3173,6035,24,2,0.214640127,0.000256517,68.25625211,2.274730801,0.771417098,0.192896042,0.192896042,0.192896042,2.111695048,45,27.74268316,4,20.52679123,4,400,32.41258163,2.302879856,0.555555556,7.67E-05
3174,8942,12,2,0.12548189,0.000290785,321.4196491,2.85622069,0.634340458,0.898275342,0.898275342,0.898275342,1.113032225,45,27.12315827,4,20.88171924,4,400,41.6131661,2.598436184,0.555555556,4.74E-05
3175,6054,23,2,0.372461239,0.000186492,178.4044468,2.247857535,0.351662257,0.43886964,0.43886964,0.43886964,1.870229684,45,26.61813356,4,19.29309901,4,400,28.061877,1.778577795,0.555555556,6.91E-05
3176,5372,24,2,0.16779188,0.000153271,145.3457645,1.816869156,0.342614504,0.211503122,0.211503122,0.211503122,1.651043833,45,27.21929381,4,21.43655868,4,400,38.88510141,1.686330928,0.555555556,6.32E-05
3177,11060,17,2,0.33328845,0.000248812,274.8307338,2.523936046,0.674511599,0.956127585,0.956127585,0.956127585,0.893869634,45,26.36576223,4,18.81988727,4,400,31.23735046,3.042001207,0.555555556,3.68E-05
3178,10063,0,2,0.019321688,0.000283256,95.49336314,2.704441678,0.737312888,0.529193787,0.529193787,0.529193787,2.330028911,45,25.26935576,4,19.70944626,4,400,36.16324191,2.346835474,0.555555556,8.65E-05
3179,1858,7,2,0.278828933,0.000198806,244.9929786,2.000120352,0.254756756,0.629101593,0.629101593,0.629101593,1.528606005,45,28.14731443,4,20.16197952,4,400,33.91900156,1.986806551,0.555555556,5.99E-05
3180,10620,12,2,0.101084209,0.000235545,45.35551995,2.435531327,0.181774951,1.05769885,1.05769885,1.05769885,1.98562796,45,27.45893828,4,19.06767224,4,400,36.84879626,2.214402261,0.555555556,7.25E-05
3181,8978,24,2,0.39784766,0.000162494,214.7817025,1.54389306,0.801147775,0.095327312,0.095327312,0.095327312,0.982573707,45,26.92284936,4,21.11714308,4,400,33.23602971,2.069545372,0.555555556,4.19E-05
3182,9039,5,2,0.061810609,0.000205511,155.5228621,2.087107066,0.588980868,0.809409003,0.809409003,0.809409003,2.173073135,45,26.13807102,4,20.34965553,4,400,40.03027026,1.846061517,0.555555556,7.90E-05
